workclass,hours-per-week,sex,age,race,occupation,capital-loss,education,capital-gain,marital-status,relationship,income
Self-emp-inc,40,1,22,1,Handlers-cleaners,0,Bachelors,0,Never-married,Own-child,0
Private,45,1,28,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,50,1,50,1,Sales,0,Assoc-voc,0,Married-civ-spouse,Husband,1
Local-gov,40,0,46,1,Adm-clerical,0,Some-college,7688,Married-civ-spouse,Wife,1
State-gov,40,1,51,1,Exec-managerial,0,Some-college,0,Never-married,Not-in-family,0
Private,40,0,38,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Wife,1
Private,35,0,34,1,Other-service,0,HS-grad,0,Married-spouse-absent,Not-in-family,0
Private,35,1,40,0,Adm-clerical,0,Bachelors,0,Separated,Unmarried,0
Private,60,1,54,1,Farming-fishing,0,Preschool,0,Married-civ-spouse,Husband,0
Private,30,1,18,1,Craft-repair,0,10th,0,Never-married,Own-child,0
State-gov,40,1,43,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,40,1,63,1,Sales,0,Bachelors,15024,Married-civ-spouse,Husband,1
Private,40,0,69,1,Adm-clerical,0,HS-grad,1848,Widowed,Not-in-family,0
Private,30,1,80,1,Prof-specialty,0,Doctorate,0,Married-civ-spouse,Husband,0
State-gov,40,0,43,0,Adm-clerical,0,HS-grad,0,Never-married,Unmarried,0
Private,40,1,31,0,Machine-op-inspct,0,HS-grad,0,Never-married,Own-child,0
Private,40,0,47,1,Adm-clerical,0,HS-grad,0,Divorced,Unmarried,0
Self-emp-not-inc,60,1,35,1,Farming-fishing,0,Some-college,4101,Separated,Not-in-family,0
Private,40,0,20,1,Machine-op-inspct,0,Some-college,0,Never-married,Not-in-family,0
Private,40,1,61,1,Sales,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,52,0,40,0,Other-service,0,Bachelors,7688,Married-civ-spouse,Wife,1
Private,23,0,17,1,Handlers-cleaners,0,10th,0,Never-married,Own-child,0
Private,35,1,41,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,1
Local-gov,50,1,29,1,Handlers-cleaners,0,Some-college,0,Never-married,Not-in-family,0
Self-emp-not-inc,45,1,41,0,Exec-managerial,0,Masters,0,Never-married,Not-in-family,1
Private,40,1,20,1,Handlers-cleaners,0,HS-grad,0,Never-married,Own-child,0
Private,40,0,48,0,Adm-clerical,0,Bachelors,0,Separated,Unmarried,0
Local-gov,55,1,48,1,Prof-specialty,0,Bachelors,0,Married-civ-spouse,Husband,1
Self-emp-not-inc,40,1,59,1,Sales,0,Bachelors,15024,Married-civ-spouse,Husband,1
Private,24,0,39,1,Other-service,0,HS-grad,0,Divorced,Unmarried,0
Private,55,1,40,1,Prof-specialty,0,Doctorate,0,Married-civ-spouse,Husband,0
Federal-gov,40,1,36,1,Tech-support,0,Assoc-voc,0,Married-civ-spouse,Husband,0
State-gov,40,1,45,1,Protective-serv,0,Bachelors,0,Divorced,Not-in-family,0
Private,40,1,32,1,Craft-repair,0,Assoc-voc,0,Married-civ-spouse,Husband,1
Private,40,1,43,1,Exec-managerial,0,HS-grad,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,20,0,39,0,Craft-repair,0,HS-grad,0,Never-married,Own-child,0
Private,40,1,23,1,Craft-repair,0,Some-college,0,Married-civ-spouse,Husband,0
Private,30,0,31,1,Sales,0,Some-college,0,Divorced,Own-child,0
Private,40,0,62,0,Craft-repair,0,HS-grad,0,Widowed,Unmarried,0
Private,45,0,30,1,Other-service,0,HS-grad,0,Married-civ-spouse,Wife,0
Private,40,1,59,1,Exec-managerial,0,Some-college,0,Married-civ-spouse,Husband,1
Self-emp-not-inc,40,1,35,1,Craft-repair,0,Some-college,0,Married-civ-spouse,Husband,1
Private,25,1,35,1,Sales,0,HS-grad,0,Never-married,Not-in-family,0
Private,40,1,46,0,Exec-managerial,0,Bachelors,0,Never-married,Not-in-family,0
Private,25,1,21,1,Other-service,0,Some-college,0,Never-married,Own-child,0
Private,22,1,50,1,Craft-repair,0,Some-college,4650,Divorced,Not-in-family,0
Self-emp-not-inc,45,1,33,1,Prof-specialty,0,Doctorate,0,Never-married,Not-in-family,1
Private,40,1,26,1,Farming-fishing,0,HS-grad,0,Separated,Not-in-family,0
Private,60,1,33,1,Transport-moving,0,HS-grad,0,Never-married,Not-in-family,0
Private,40,0,57,1,Adm-clerical,0,HS-grad,0,Divorced,Unmarried,0
Local-gov,35,1,19,1,Adm-clerical,0,HS-grad,0,Never-married,Own-child,0
Private,40,1,32,1,Craft-repair,0,Some-college,0,Married-civ-spouse,Husband,0
Private,30,1,23,1,Handlers-cleaners,0,HS-grad,0,Never-married,Not-in-family,0
Private,55,0,52,1,Sales,0,Some-college,0,Separated,Other-relative,0
Private,25,0,17,1,Other-service,0,12th,0,Never-married,Other-relative,0
Private,40,1,29,1,Craft-repair,0,Some-college,0,Never-married,Own-child,0
Self-emp-not-inc,75,1,35,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,1
Private,40,1,22,1,Prof-specialty,0,Some-college,0,Never-married,Not-in-family,0
State-gov,40,1,18,1,Adm-clerical,0,HS-grad,0,Never-married,Own-child,0
Private,40,1,32,1,Prof-specialty,0,Bachelors,10520,Separated,Not-in-family,1
Self-emp-not-inc,50,1,28,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
State-gov,43,1,46,1,Other-service,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,62,1,Machine-op-inspct,0,10th,0,Married-civ-spouse,Husband,0
State-gov,28,0,53,0,Other-service,0,HS-grad,0,Married-civ-spouse,Wife,1
Self-emp-not-inc,32,1,33,0,Craft-repair,0,12th,0,Never-married,Not-in-family,0
Private,60,1,40,1,Sales,0,HS-grad,0,Married-civ-spouse,Husband,1
Local-gov,80,1,34,1,Other-service,0,Assoc-acdm,0,Married-civ-spouse,Husband,0
Private,40,0,18,1,Adm-clerical,0,HS-grad,0,Never-married,Own-child,0
Private,30,0,22,1,Prof-specialty,0,Some-college,0,Never-married,Unmarried,0
Self-emp-inc,60,1,36,1,Exec-managerial,0,Some-college,0,Married-civ-spouse,Husband,1
Private,13,1,76,1,Adm-clerical,0,Bachelors,5556,Married-civ-spouse,Husband,1
Local-gov,47,1,49,0,Exec-managerial,0,Masters,0,Married-civ-spouse,Husband,1
Private,40,0,40,1,Adm-clerical,0,Some-college,0,Married-civ-spouse,Wife,0
Private,45,1,56,1,Other-service,0,Some-college,0,Married-civ-spouse,Husband,1
Private,45,0,28,1,Prof-specialty,0,Bachelors,0,Married-civ-spouse,Wife,1
Private,40,1,26,1,Machine-op-inspct,0,Assoc-acdm,5178,Married-civ-spouse,Husband,1
Private,40,0,49,0,Machine-op-inspct,0,HS-grad,0,Divorced,Not-in-family,0
Private,50,1,37,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,1
Private,40,1,24,1,Craft-repair,0,Some-college,2407,Married-civ-spouse,Husband,0
Private,40,1,33,1,Machine-op-inspct,0,12th,0,Divorced,Own-child,0
Private,40,1,26,1,Handlers-cleaners,0,HS-grad,0,Never-married,Own-child,0
Private,45,1,55,1,Transport-moving,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,98,1,54,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,0
Private,42,1,26,1,Sales,0,Bachelors,0,Never-married,Not-in-family,0
State-gov,40,1,62,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,3,1,19,1,Sales,0,HS-grad,0,Never-married,Own-child,0
Private,40,0,37,0,Machine-op-inspct,0,HS-grad,0,Never-married,Unmarried,0
Private,50,1,34,1,Farming-fishing,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,40,1,56,1,Prof-specialty,0,Masters,0,Married-civ-spouse,Husband,1
Private,28,0,18,1,Handlers-cleaners,0,HS-grad,0,Never-married,Other-relative,0
Private,40,0,23,1,Adm-clerical,0,HS-grad,0,Never-married,Own-child,0
Private,60,1,42,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,1
Private,16,0,52,0,Priv-house-serv,0,7th-8th,0,Divorced,Own-child,0
State-gov,40,1,47,0,Prof-specialty,0,Doctorate,0,Married-civ-spouse,Husband,1
Private,20,1,35,1,Craft-repair,0,HS-grad,0,Divorced,Own-child,0
Private,50,1,38,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,28,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,0
Private,36,0,39,0,Machine-op-inspct,0,HS-grad,0,Never-married,Unmarried,0
Private,35,0,21,0,Other-service,0,HS-grad,0,Never-married,Unmarried,0
Private,50,1,36,1,Other-service,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,40,1,49,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,0,23,1,Tech-support,0,Bachelors,3325,Never-married,Own-child,0
Self-emp-inc,70,1,68,1,Sales,0,Bachelors,0,Separated,Unmarried,0
Private,40,1,21,0,Other-service,0,HS-grad,0,Never-married,Other-relative,0
Private,40,1,27,1,Farming-fishing,0,11th,0,Separated,Other-relative,0
Private,40,0,29,1,Adm-clerical,0,Some-college,0,Never-married,Not-in-family,0
Private,50,0,48,1,Adm-clerical,0,Some-college,0,Divorced,Not-in-family,0
Private,20,0,63,1,Craft-repair,0,HS-grad,0,Separated,Not-in-family,0
Private,40,1,45,1,Craft-repair,1887,Some-college,0,Married-civ-spouse,Husband,1
Local-gov,40,1,43,1,Farming-fishing,0,Some-college,0,Married-civ-spouse,Husband,0
Private,35,1,19,1,Handlers-cleaners,0,HS-grad,0,Never-married,Own-child,0
Private,40,1,50,1,Protective-serv,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,33,1,Prof-specialty,0,Bachelors,99999,Married-civ-spouse,Husband,1
Private,28,0,48,0,Prof-specialty,0,HS-grad,0,Never-married,Unmarried,0
Private,40,0,47,1,Adm-clerical,0,HS-grad,0,Never-married,Other-relative,0
Private,40,0,21,1,Adm-clerical,0,Some-college,0,Never-married,Own-child,0
Private,25,0,22,1,Other-service,0,HS-grad,0,Never-married,Not-in-family,0
Private,40,0,32,1,Sales,0,HS-grad,0,Married-civ-spouse,Wife,0
Private,45,1,45,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,42,1,44,1,Craft-repair,0,Some-college,0,Divorced,Not-in-family,0
Private,45,1,30,1,Tech-support,0,Masters,0,Never-married,Unmarried,0
Private,23,0,23,1,Adm-clerical,0,Bachelors,0,Never-married,Not-in-family,0
Private,40,1,30,1,Sales,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,50,1,57,0,Transport-moving,0,5th-6th,0,Married-civ-spouse,Husband,0
Private,40,0,26,1,Handlers-cleaners,0,HS-grad,0,Married-civ-spouse,Wife,0
Private,40,1,26,1,Other-service,0,Some-college,0,Never-married,Own-child,0
Private,40,1,43,1,Craft-repair,0,Some-college,0,Married-civ-spouse,Husband,0
Private,50,1,32,1,Machine-op-inspct,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,31,0,Tech-support,0,Prof-school,0,Married-civ-spouse,Husband,0
Private,20,0,20,1,Sales,0,Some-college,0,Never-married,Own-child,0
Private,38,0,23,1,Transport-moving,0,11th,0,Never-married,Own-child,0
Private,40,1,35,1,Craft-repair,0,11th,0,Married-civ-spouse,Husband,0
Private,40,1,44,1,Machine-op-inspct,0,Some-college,0,Married-civ-spouse,Husband,0
Federal-gov,40,0,29,1,Other-service,0,Some-college,0,Never-married,Not-in-family,1
Private,40,0,35,0,Adm-clerical,0,Bachelors,0,Married-civ-spouse,Wife,0
Private,25,0,63,1,Prof-specialty,0,HS-grad,0,Widowed,Not-in-family,0
Federal-gov,40,0,46,1,Adm-clerical,0,11th,0,Widowed,Not-in-family,0
Private,40,1,31,0,Adm-clerical,0,HS-grad,0,Never-married,Other-relative,0
Private,40,1,40,1,Exec-managerial,0,Masters,0,Never-married,Not-in-family,0
Local-gov,55,0,37,1,Prof-specialty,0,Bachelors,0,Divorced,Unmarried,0
Federal-gov,40,0,43,1,Adm-clerical,0,Some-college,0,Married-civ-spouse,Wife,0
Private,40,1,54,0,Prof-specialty,0,Masters,7298,Married-civ-spouse,Husband,1
Private,40,1,27,1,Handlers-cleaners,0,11th,3942,Married-civ-spouse,Husband,0
Private,60,1,46,1,Exec-managerial,0,Some-college,0,Married-civ-spouse,Husband,1
Local-gov,50,0,43,1,Exec-managerial,0,Masters,10520,Never-married,Not-in-family,1
Private,35,0,29,1,Exec-managerial,2057,Bachelors,0,Married-civ-spouse,Wife,0
Private,40,1,30,1,Craft-repair,0,HS-grad,0,Married-spouse-absent,Other-relative,0
Private,40,1,42,1,Other-service,0,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,40,0,24,0,Protective-serv,0,HS-grad,0,Divorced,Unmarried,0
Private,40,0,27,1,Sales,0,HS-grad,0,Divorced,Own-child,0
Private,40,1,38,1,Machine-op-inspct,0,HS-grad,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,8,1,51,1,Craft-repair,0,Some-college,0,Divorced,Not-in-family,1
Private,45,1,19,1,Handlers-cleaners,0,Some-college,0,Never-married,Not-in-family,0
Self-emp-inc,40,1,32,1,Craft-repair,0,11th,0,Married-civ-spouse,Husband,0
Private,40,0,56,1,Sales,0,Some-college,0,Divorced,Unmarried,0
Private,40,1,32,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,60,1,30,1,Craft-repair,0,Some-college,0,Married-spouse-absent,Own-child,1
Private,39,1,64,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,55,1,30,1,Sales,0,Prof-school,0,Divorced,Own-child,0
Private,38,0,41,0,Sales,0,HS-grad,0,Divorced,Unmarried,0
Federal-gov,50,1,39,1,Prof-specialty,0,Assoc-voc,0,Married-civ-spouse,Husband,0
Private,45,0,58,1,Farming-fishing,0,7th-8th,0,Widowed,Other-relative,0
Local-gov,40,1,55,1,Craft-repair,0,HS-grad,4386,Married-civ-spouse,Husband,1
Private,35,1,45,0,Adm-clerical,0,Assoc-acdm,0,Divorced,Unmarried,0
Private,28,1,25,0,Machine-op-inspct,0,HS-grad,0,Never-married,Not-in-family,0
Private,40,1,37,1,Farming-fishing,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,50,0,48,1,Exec-managerial,0,HS-grad,0,Never-married,Not-in-family,0
State-gov,20,0,38,1,Other-service,0,HS-grad,2036,Divorced,Unmarried,0
Private,65,1,24,1,Craft-repair,0,11th,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,40,1,34,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,33,0,Other-service,0,Some-college,0,Never-married,Not-in-family,0
Federal-gov,60,1,43,1,Exec-managerial,0,Prof-school,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,55,1,29,1,Farming-fishing,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,0,59,0,Craft-repair,0,HS-grad,0,Separated,Unmarried,0
Self-emp-inc,40,1,43,1,Exec-managerial,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,0,22,1,Machine-op-inspct,0,HS-grad,0,Married-civ-spouse,Wife,0
Self-emp-not-inc,50,1,46,1,Farming-fishing,1672,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,30,1,31,1,Protective-serv,0,Some-college,0,Married-civ-spouse,Husband,0
Private,65,0,34,1,Adm-clerical,0,Some-college,2977,Divorced,Unmarried,0
Private,40,1,50,1,Sales,0,Bachelors,0,Married-civ-spouse,Husband,0
Private,40,1,20,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,40,0,28,1,Other-service,0,HS-grad,0,Separated,Unmarried,0
Private,40,1,41,1,Transport-moving,0,7th-8th,0,Married-civ-spouse,Husband,0
Private,40,1,48,1,Handlers-cleaners,0,7th-8th,0,Married-civ-spouse,Husband,0
Private,40,1,26,1,Tech-support,0,Some-college,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,40,1,30,1,Transport-moving,0,HS-grad,0,Divorced,Not-in-family,0
Private,38,0,41,1,Tech-support,0,Assoc-voc,0,Married-civ-spouse,Wife,1
Private,35,1,31,0,Other-service,0,Some-college,0,Married-civ-spouse,Husband,0
Private,44,0,45,1,Sales,0,Assoc-voc,0,Divorced,Not-in-family,0
Private,20,1,37,1,Other-service,0,Bachelors,0,Never-married,Not-in-family,0
Private,40,0,36,1,Adm-clerical,0,Bachelors,3674,Divorced,Not-in-family,0
Private,40,1,24,1,Sales,0,HS-grad,0,Never-married,Own-child,0
Private,45,1,34,1,Prof-specialty,0,Masters,0,Married-civ-spouse,Husband,0
Private,40,1,21,1,Handlers-cleaners,0,Some-college,0,Never-married,Own-child,0
Private,40,0,25,1,Sales,0,Some-college,0,Never-married,Not-in-family,0
Private,50,0,27,1,Prof-specialty,1628,Bachelors,0,Married-civ-spouse,Wife,0
Private,35,1,25,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,33,0,27,0,Adm-clerical,0,HS-grad,0,Divorced,Not-in-family,0
Private,40,1,29,0,Machine-op-inspct,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,60,1,28,0,Craft-repair,0,Bachelors,0,Never-married,Not-in-family,0
Private,40,0,27,1,Other-service,0,HS-grad,0,Never-married,Not-in-family,0
Local-gov,40,0,36,0,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Wife,1
Private,40,1,23,1,Sales,0,Some-college,0,Never-married,Not-in-family,0
Self-emp-not-inc,40,0,31,1,Other-service,0,HS-grad,0,Never-married,Own-child,0
Local-gov,40,0,30,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Wife,1
Private,25,0,52,1,Sales,0,HS-grad,0,Divorced,Unmarried,0
Private,60,1,43,1,Transport-moving,0,Some-college,0,Married-civ-spouse,Husband,0
State-gov,20,0,23,1,Adm-clerical,0,Some-college,0,Never-married,Own-child,0
Private,37,0,37,1,Exec-managerial,0,Bachelors,0,Married-civ-spouse,Wife,1
Local-gov,36,0,41,1,Prof-specialty,0,Masters,7430,Divorced,Unmarried,1
Private,40,1,36,1,Sales,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,70,1,43,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,40,1,51,0,Transport-moving,0,9th,0,Married-civ-spouse,Husband,0
Local-gov,30,1,61,1,Prof-specialty,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,52,0,24,1,Adm-clerical,0,Some-college,3325,Never-married,Own-child,0
Private,40,0,38,1,Prof-specialty,0,Bachelors,7688,Married-civ-spouse,Wife,1
Private,40,1,40,1,Sales,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,40,0,35,0,Transport-moving,0,HS-grad,0,Married-civ-spouse,Wife,0
Private,40,0,52,1,Sales,0,HS-grad,0,Widowed,Not-in-family,0
Self-emp-not-inc,45,1,46,0,Craft-repair,0,HS-grad,0,Married-spouse-absent,Not-in-family,1
Private,40,1,31,1,Machine-op-inspct,0,9th,0,Never-married,Unmarried,0
Federal-gov,40,1,72,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Husband,1
Local-gov,40,0,34,1,Prof-specialty,0,Masters,0,Separated,Unmarried,0
Private,40,0,49,1,Prof-specialty,0,Bachelors,0,Never-married,Unmarried,0
Private,30,1,28,1,Prof-specialty,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,1,28,1,Handlers-cleaners,0,Bachelors,0,Never-married,Own-child,0
Private,15,0,73,1,Sales,0,HS-grad,0,Widowed,Other-relative,0
Private,40,1,52,0,Handlers-cleaners,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,50,1,65,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,39,1,Handlers-cleaners,0,HS-grad,0,Divorced,Unmarried,0
Private,12,0,17,1,Sales,0,11th,0,Never-married,Own-child,0
Self-emp-not-inc,40,1,55,1,Exec-managerial,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,40,1,57,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,0
Private,30,1,24,1,Prof-specialty,0,Bachelors,5013,Married-civ-spouse,Husband,0
Federal-gov,40,1,47,1,Prof-specialty,0,Bachelors,0,Divorced,Not-in-family,0
State-gov,10,1,19,1,Prof-specialty,0,Some-college,0,Never-married,Own-child,0
Private,25,1,61,1,Sales,0,9th,0,Divorced,Not-in-family,0
Private,40,1,39,0,Machine-op-inspct,1590,10th,0,Widowed,Not-in-family,0
Private,40,1,47,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,20,1,Other-service,0,11th,0,Never-married,Not-in-family,0
Self-emp-not-inc,40,1,52,1,Exec-managerial,0,10th,0,Married-civ-spouse,Husband,0
State-gov,37,0,53,0,Prof-specialty,0,Assoc-acdm,0,Married-civ-spouse,Wife,0
Private,45,1,68,1,Exec-managerial,0,Bachelors,20051,Married-civ-spouse,Husband,1
Private,50,0,31,1,Exec-managerial,0,Bachelors,13550,Never-married,Not-in-family,1
Local-gov,40,0,34,1,Prof-specialty,0,Bachelors,0,Never-married,Not-in-family,0
Private,38,1,50,1,Protective-serv,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,0,25,1,Adm-clerical,0,Assoc-voc,0,Divorced,Unmarried,0
Self-emp-not-inc,55,1,45,1,Sales,0,Some-college,0,Never-married,Not-in-family,0
Private,40,1,58,1,Sales,1887,Some-college,0,Married-civ-spouse,Husband,1
Private,30,0,49,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Wife,0
Private,40,1,39,1,Craft-repair,0,Assoc-acdm,0,Separated,Not-in-family,0
Private,55,1,41,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,0,30,1,Sales,0,Some-college,0,Married-civ-spouse,Wife,0
Private,24,0,61,0,Other-service,0,10th,0,Divorced,Not-in-family,0
Local-gov,35,1,42,1,Exec-managerial,0,Bachelors,4650,Never-married,Own-child,0
Private,50,0,29,1,Prof-specialty,0,Bachelors,0,Never-married,Not-in-family,0
Private,40,1,55,1,Adm-clerical,0,Assoc-voc,0,Married-civ-spouse,Husband,0
Self-emp-inc,70,1,49,1,Exec-managerial,0,Masters,0,Separated,Not-in-family,1
Private,25,1,19,1,Sales,0,HS-grad,0,Never-married,Own-child,0
Private,40,1,40,1,Adm-clerical,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,45,1,33,1,Sales,0,Bachelors,0,Never-married,Not-in-family,0
Self-emp-not-inc,40,1,59,1,Transport-moving,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,23,0,Craft-repair,0,HS-grad,2597,Never-married,Own-child,0
Private,40,1,71,1,Exec-managerial,0,7th-8th,6097,Widowed,Not-in-family,1
Private,13,1,76,1,Protective-serv,0,9th,0,Married-civ-spouse,Husband,0
Private,40,1,49,0,Other-service,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,35,1,28,1,Sales,0,Some-college,0,Never-married,Own-child,0
Private,40,1,18,1,Craft-repair,0,11th,0,Never-married,Own-child,0
Private,40,0,50,1,Adm-clerical,0,Some-college,0,Divorced,Unmarried,0
Private,50,1,39,1,Farming-fishing,0,Some-college,0,Married-civ-spouse,Husband,1
Private,40,1,43,0,Handlers-cleaners,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,1,34,1,Handlers-cleaners,0,Some-college,0,Married-civ-spouse,Husband,0
Private,45,1,47,1,Sales,0,Bachelors,0,Married-civ-spouse,Husband,1
Local-gov,45,1,43,1,Prof-specialty,0,Masters,0,Married-civ-spouse,Husband,1
Private,35,1,20,1,Craft-repair,0,HS-grad,0,Never-married,Not-in-family,0
Private,40,0,64,1,Adm-clerical,0,Bachelors,0,Divorced,Not-in-family,0
Local-gov,40,0,68,0,Prof-specialty,0,Masters,0,Widowed,Unmarried,1
Private,38,1,36,1,Handlers-cleaners,0,Assoc-voc,0,Married-civ-spouse,Husband,0
State-gov,40,0,51,1,Adm-clerical,0,HS-grad,3908,Married-civ-spouse,Wife,0
Private,40,0,51,1,Adm-clerical,0,Bachelors,0,Divorced,Not-in-family,0
Private,24,0,40,1,Prof-specialty,0,Masters,15024,Married-civ-spouse,Wife,1
Private,40,0,34,1,Machine-op-inspct,0,11th,0,Married-civ-spouse,Own-child,0
State-gov,40,0,45,1,Adm-clerical,0,HS-grad,0,Divorced,Other-relative,0
Private,38,0,55,1,Tech-support,1590,Bachelors,0,Never-married,Other-relative,0
Private,40,1,27,1,Handlers-cleaners,0,HS-grad,0,Never-married,Own-child,0
Private,45,1,51,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Federal-gov,40,1,54,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Husband,1
Private,40,1,55,1,Other-service,0,10th,0,Never-married,Not-in-family,0
Private,40,1,22,1,Other-service,0,10th,0,Never-married,Not-in-family,0
Local-gov,40,1,33,0,Other-service,0,HS-grad,0,Never-married,Unmarried,0
Private,40,0,56,1,Other-service,0,HS-grad,0,Divorced,Unmarried,0
Private,40,1,34,1,Handlers-cleaners,0,HS-grad,0,Married-spouse-absent,Not-in-family,0
Private,35,0,55,0,Other-service,0,HS-grad,2407,Married-civ-spouse,Wife,0
Self-emp-not-inc,7,1,28,1,Prof-specialty,0,Some-college,0,Married-civ-spouse,Husband,0
Self-emp-not-inc,40,1,75,1,Farming-fishing,0,HS-grad,3456,Married-civ-spouse,Husband,0
Private,51,1,37,1,Craft-repair,0,HS-grad,0,Married-civ-spouse,Husband,0
Local-gov,60,1,37,1,Other-service,0,Assoc-acdm,0,Divorced,Unmarried,1
Private,60,1,40,1,Sales,0,Some-college,0,Married-civ-spouse,Husband,0
Private,40,1,43,1,Prof-specialty,0,Masters,0,Divorced,Not-in-family,0
Federal-gov,40,0,25,1,Adm-clerical,0,HS-grad,0,Never-married,Other-relative,0
State-gov,45,1,59,1,Prof-specialty,0,Doctorate,25236,Divorced,Unmarried,1
Private,45,1,29,1,Adm-clerical,0,HS-grad,0,Married-civ-spouse,Husband,0
Private,40,0,33,1,Prof-specialty,0,Assoc-voc,0,Never-married,Not-in-family,0
Private,30,0,20,1,Other-service,0,Some-college,0,Separated,Own-child,0
Private,45,0,31,0,Exec-managerial,0,HS-grad,0,Never-married,Unmarried,0
Private,15,0,18,1,Adm-clerical,0,11th,0,Never-married,Own-child,0
Private,40,1,43,1,Prof-specialty,0,Some-college,0,Married-civ-spouse,Husband,0
Local-gov,70,0,47,1,Prof-specialty,0,Bachelors,0,Separated,Not-in-family,0
Self-emp-not-inc,60,0,43,1,Sales,0,Bachelors,0,Never-married,Not-in-family,0
Private,45,1,33,1,Prof-specialty,0,Masters,0,Married-civ-spouse,Husband,0
Private,42,1,29,1,Machine-op-inspct,0,11th,0,Never-married,Own-child,0
Private,16,1,18,1,Sales,0,11th,0,Never-married,Own-child,0
Private,20,1,22,1,Adm-clerical,0,Bachelors,0,Never-married,Own-child,0
Private,45,1,44,1,Prof-specialty,0,Doctorate,0,Never-married,Not-in-family,0
Self-emp-not-inc,35,1,19,1,Prof-specialty,0,9th,0,Never-married,Not-in-family,0
Private,40,1,25,1,Craft-repair,0,Some-college,0,Never-married,Not-in-family,0
Private,40,1,53,1,Craft-repair,0,HS-grad,0,Divorced,Other-relative,0
Federal-gov,60,1,55,0,Exec-managerial,0,Masters,0,Married-civ-spouse,Husband,1
Private,24,1,28,0,Other-service,0,Some-college,0,Divorced,Other-relative,0
Private,40,1,40,1,Prof-specialty,0,Bachelors,0,Married-civ-spouse,Husband,1
Private,50,0,42,1,Prof-specialty,0,Some-college,0,Married-civ-spouse,Wife,1
