checking_status,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,sex,other_debtors,property,age,housing,job,label
A11,12,A31,A40,697,A61,A72,4,1,A101,A123,1,A152,A173,0
A12,12,A34,A40,958,A61,A74,2,1,A101,A121,1,A152,A172,1
A11,12,A32,A42,1858,A61,A72,4,0,A101,A123,0,A151,A173,1
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A11,12,A32,A42,1858,A61,A72,4,0,A101,A123,0,A151,A173,1
A12,36,A32,A41,9398,A61,A72,1,1,A101,A123,1,A151,A174,0
A14,36,A33,A41,8947,A65,A74,3,1,A101,A123,1,A152,A174,1
A11,24,A32,A42,7721,A65,A72,1,0,A101,A122,1,A152,A173,1
A11,48,A31,A49,7685,A61,A74,2,0,A103,A123,1,A151,A173,0
A11,27,A32,A43,3416,A61,A73,3,1,A101,A123,1,A152,A174,1
A11,21,A32,A43,2606,A61,A72,4,0,A101,A122,1,A151,A174,1
A11,12,A32,A44,741,A62,A71,4,0,A101,A122,0,A152,A173,0
A14,9,A32,A42,1313,A61,A75,1,1,A101,A123,0,A152,A173,1
A14,21,A32,A43,3160,A65,A75,4,1,A101,A122,1,A152,A173,1
A11,12,A32,A42,1620,A61,A73,2,0,A102,A122,1,A152,A173,1
A14,24,A32,A43,3105,A65,A72,4,1,A101,A123,1,A152,A173,1
A11,12,A32,A46,1200,A65,A73,4,0,A101,A122,0,A151,A173,1
A11,36,A31,A42,2746,A61,A75,4,1,A101,A123,1,A152,A173,0
A14,12,A32,A40,1101,A61,A73,3,1,A101,A121,1,A152,A173,1
A12,21,A32,A49,1188,A61,A75,2,0,A101,A122,1,A152,A173,0
A11,30,A32,A41,3857,A61,A73,4,1,A101,A122,1,A152,A174,1
A14,24,A32,A41,7814,A61,A74,3,1,A101,A123,1,A152,A174,1
A11,12,A32,A46,795,A61,A72,4,0,A101,A122,1,A152,A173,0
A11,48,A32,A40,7763,A61,A75,4,1,A101,A124,1,A153,A174,0
A12,12,A32,A40,6078,A61,A74,2,1,A101,A123,1,A152,A173,1
A14,36,A32,A46,9055,A65,A73,2,1,A101,A124,1,A153,A172,1
A14,24,A33,A42,4151,A62,A73,2,1,A101,A122,1,A152,A173,1
A14,36,A32,A42,10974,A61,A71,4,0,A101,A123,1,A152,A174,0
A14,11,A34,A43,1154,A62,A71,4,0,A101,A121,1,A152,A172,1
A14,18,A32,A43,433,A61,A71,3,0,A102,A121,0,A151,A173,0
A13,9,A32,A43,1126,A62,A75,2,1,A101,A121,1,A152,A173,1
A12,30,A32,A42,3441,A62,A73,2,0,A102,A123,0,A151,A173,0
A14,15,A34,A46,1532,A62,A73,4,0,A101,A123,1,A152,A173,1
A12,48,A32,A49,15672,A61,A73,2,1,A101,A123,0,A152,A173,0
A11,18,A32,A46,750,A61,A71,4,0,A101,A121,1,A152,A171,0
A13,21,A32,A40,2923,A62,A73,1,0,A101,A123,1,A152,A174,1
A12,36,A32,A43,2671,A62,A73,4,0,A102,A124,1,A153,A173,0
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A12,24,A33,A40,1965,A65,A73,4,0,A101,A123,1,A151,A173,1
A13,6,A32,A40,709,A64,A72,2,1,A101,A121,1,A152,A171,1
A11,12,A32,A40,1228,A61,A73,4,0,A101,A121,0,A152,A172,0
A11,12,A32,A40,2579,A61,A72,4,1,A101,A121,1,A152,A172,0
A11,12,A32,A40,1893,A61,A73,4,0,A103,A122,1,A152,A173,1
A11,18,A32,A40,4380,A62,A73,3,1,A101,A123,1,A152,A172,1
A11,24,A31,A42,3349,A63,A72,4,1,A101,A124,1,A153,A173,0
A14,30,A34,A43,5954,A61,A74,3,1,A102,A123,1,A152,A173,1
A12,18,A34,A42,3612,A61,A75,3,0,A101,A122,1,A152,A173,1
A14,18,A32,A43,433,A61,A71,3,0,A102,A121,0,A151,A173,0
A11,10,A34,A42,2132,A65,A72,2,0,A102,A121,1,A151,A173,1
A11,24,A31,A41,3632,A61,A73,1,0,A103,A123,0,A151,A173,1
A11,24,A31,A410,1358,A65,A75,4,1,A101,A123,1,A152,A174,0
A11,18,A32,A46,750,A61,A71,4,0,A101,A121,1,A152,A171,0
A13,18,A32,A42,3049,A61,A72,1,0,A101,A122,1,A152,A172,1
A12,24,A34,A49,2825,A65,A74,4,1,A101,A124,1,A152,A173,1
A12,9,A32,A43,1206,A61,A75,4,0,A101,A121,1,A152,A173,1
A12,12,A30,A42,2969,A61,A72,4,0,A101,A122,1,A151,A173,0
A14,24,A32,A42,3062,A63,A75,4,1,A101,A124,1,A151,A173,1
A14,36,A33,A43,4454,A61,A73,4,0,A101,A121,1,A152,A173,1
A14,24,A34,A410,6314,A61,A71,4,1,A102,A124,1,A152,A174,1
A11,30,A32,A42,3108,A61,A72,2,1,A101,A122,1,A152,A172,0
A12,18,A34,A42,1295,A61,A72,4,0,A101,A122,1,A152,A173,1
A11,12,A32,A42,1858,A61,A72,4,0,A101,A123,0,A151,A173,1
A14,6,A34,A43,700,A65,A75,4,1,A101,A124,1,A153,A173,1
A11,6,A32,A44,343,A61,A72,4,0,A101,A121,1,A152,A173,1
A12,60,A32,A46,6288,A61,A73,4,1,A101,A124,1,A153,A173,0
A14,10,A32,A48,894,A65,A74,4,0,A101,A122,1,A152,A173,1
A14,15,A34,A46,1532,A62,A73,4,0,A101,A123,1,A152,A173,1
A12,48,A30,A49,14421,A61,A73,2,1,A101,A123,1,A152,A173,0
A14,18,A33,A42,1808,A61,A74,4,0,A101,A121,0,A152,A173,0
A11,18,A34,A45,1190,A61,A71,2,0,A101,A124,1,A153,A171,0
A13,15,A32,A46,392,A61,A72,4,0,A101,A122,0,A151,A173,1
A14,24,A34,A40,1287,A64,A75,4,0,A101,A121,1,A152,A173,1
A11,24,A32,A42,3021,A61,A73,2,1,A101,A121,0,A151,A172,1
A11,18,A34,A45,1190,A61,A71,2,0,A101,A124,1,A153,A171,0
A14,10,A32,A41,2848,A62,A73,1,1,A102,A121,1,A152,A173,1
A11,36,A34,A42,2348,A61,A73,3,1,A101,A122,1,A152,A173,1
A14,6,A32,A43,1346,A62,A75,2,1,A101,A124,1,A153,A173,1
A14,36,A32,A43,3595,A61,A75,4,1,A101,A123,1,A152,A173,1
A14,48,A31,A49,3609,A61,A73,1,0,A101,A121,1,A152,A173,1
A11,12,A32,A46,1200,A65,A73,4,0,A101,A122,0,A151,A173,1
A12,12,A32,A43,2930,A61,A74,2,0,A101,A121,1,A152,A173,1
A14,24,A34,A41,2197,A65,A74,4,1,A101,A123,1,A152,A173,1
A14,9,A32,A46,3832,A65,A75,1,1,A101,A121,1,A152,A172,1
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A14,10,A32,A41,2901,A65,A72,1,0,A101,A121,1,A151,A173,1
A12,18,A34,A42,3612,A61,A75,3,0,A101,A122,1,A152,A173,1
A14,12,A34,A43,930,A65,A75,4,1,A101,A121,1,A152,A173,1
A14,36,A32,A42,10974,A61,A71,4,0,A101,A123,1,A152,A174,0
A12,24,A32,A410,11328,A61,A73,2,1,A102,A123,1,A152,A174,0
A11,24,A31,A40,1193,A61,A71,1,0,A102,A124,1,A151,A171,0
A14,6,A32,A42,1766,A61,A73,1,1,A101,A122,0,A151,A173,1
A14,15,A32,A43,3568,A61,A75,4,0,A101,A123,1,A151,A174,1
A11,18,A32,A46,750,A61,A71,4,0,A101,A121,1,A152,A171,0
A12,12,A32,A48,754,A65,A75,4,1,A101,A122,1,A152,A173,1
A11,24,A32,A42,7721,A65,A72,1,0,A101,A122,1,A152,A173,1
A11,12,A34,A40,3499,A61,A73,3,0,A102,A121,1,A152,A173,0
A14,12,A32,A42,763,A61,A73,4,0,A101,A121,1,A152,A173,1
A13,24,A32,A42,2892,A61,A75,3,1,A101,A124,1,A153,A173,1
A11,21,A31,A40,1647,A65,A73,4,1,A101,A122,1,A152,A172,0
A11,18,A32,A42,2039,A61,A73,1,0,A101,A121,0,A151,A173,0
A14,4,A34,A40,3380,A61,A74,1,0,A101,A121,1,A152,A173,1
A11,36,A32,A42,2712,A61,A75,2,1,A101,A122,1,A152,A173,0
A12,24,A32,A43,3092,A62,A72,3,1,A101,A123,0,A151,A173,0
A11,12,A32,A40,1228,A61,A73,4,0,A101,A121,0,A152,A172,0
A12,18,A34,A42,1295,A61,A72,4,0,A101,A122,1,A152,A173,1
A14,36,A32,A46,1819,A61,A73,4,1,A101,A124,1,A153,A173,0
A14,15,A32,A40,3186,A64,A74,2,0,A101,A123,0,A151,A173,1
A11,18,A34,A45,1190,A61,A71,2,0,A101,A124,1,A153,A171,0
A13,15,A32,A46,392,A61,A72,4,0,A101,A122,0,A151,A173,1
A12,11,A32,A42,1577,A64,A72,4,0,A101,A121,0,A152,A173,1
A14,48,A31,A49,3609,A61,A73,1,0,A101,A121,1,A152,A173,1
A11,24,A32,A42,3234,A61,A72,4,0,A101,A121,0,A151,A172,0
A11,12,A30,A43,6199,A61,A73,4,1,A101,A122,1,A151,A173,0
A12,13,A32,A43,2101,A61,A72,2,0,A103,A122,0,A152,A172,1
A14,18,A34,A42,1817,A61,A73,4,0,A101,A124,1,A152,A173,1
A12,6,A32,A43,368,A65,A75,4,1,A101,A122,1,A152,A173,1
A14,15,A34,A43,1459,A61,A73,4,0,A101,A123,1,A152,A172,1
A14,60,A34,A40,13756,A65,A75,2,1,A101,A124,1,A153,A174,1
A11,12,A32,A40,1893,A61,A73,4,0,A103,A122,1,A152,A173,1
A12,21,A32,A42,3976,A65,A74,2,1,A101,A123,1,A152,A173,1
A11,12,A32,A48,902,A61,A74,4,1,A101,A122,0,A151,A173,0
A12,24,A32,A40,3512,A62,A74,2,1,A101,A123,1,A152,A173,1
A11,18,A32,A42,1131,A61,A71,4,0,A101,A123,1,A152,A173,0
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A11,24,A32,A43,1282,A62,A73,4,0,A101,A123,1,A152,A172,0
A13,30,A34,A43,3017,A61,A75,4,1,A101,A122,1,A152,A173,1
A14,12,A32,A43,2073,A62,A73,4,0,A102,A121,1,A152,A173,1
A14,24,A34,A42,2028,A61,A74,2,1,A101,A122,1,A152,A172,1
A14,18,A34,A43,1800,A61,A73,4,1,A101,A123,0,A152,A173,1
A14,36,A34,A40,6614,A61,A75,4,1,A101,A123,1,A152,A174,1
A11,12,A32,A42,1289,A61,A73,4,1,A103,A122,0,A152,A172,1
A12,30,A32,A43,2991,A65,A75,2,0,A101,A123,1,A152,A173,1
A12,18,A32,A49,1913,A64,A72,3,1,A101,A121,1,A152,A173,1
A11,36,A32,A40,9271,A61,A74,2,1,A101,A123,0,A152,A173,0
A12,12,A32,A41,2028,A65,A73,4,1,A101,A123,1,A152,A173,1
A14,36,A32,A42,3349,A61,A73,4,0,A101,A123,1,A152,A174,0
A12,24,A30,A49,4241,A61,A73,1,1,A101,A121,1,A152,A172,0
A14,10,A34,A40,1231,A61,A75,3,1,A101,A121,1,A152,A172,1
A11,12,A32,A46,795,A61,A72,4,0,A101,A122,1,A152,A173,0
A14,10,A32,A42,2210,A61,A73,2,1,A101,A121,1,A151,A172,0
A14,15,A32,A42,2186,A65,A74,1,0,A101,A121,1,A151,A172,1
A12,30,A30,A49,4280,A62,A73,4,0,A101,A123,1,A151,A172,0
A11,14,A32,A40,8978,A61,A75,1,1,A101,A122,1,A152,A174,0
A14,12,A32,A40,1386,A63,A73,2,0,A101,A122,1,A152,A173,0
A12,18,A32,A40,1042,A65,A73,4,0,A101,A122,1,A152,A173,0
A12,12,A32,A49,1037,A62,A74,3,1,A101,A121,1,A152,A172,1
A12,24,A31,A46,1837,A61,A74,4,0,A101,A124,1,A153,A172,0
A11,18,A32,A43,3190,A61,A73,2,0,A101,A121,0,A152,A173,0
A14,21,A30,A40,5003,A65,A73,1,0,A101,A122,1,A152,A173,0
A14,12,A32,A43,804,A61,A75,4,1,A101,A123,1,A152,A173,1
A11,24,A32,A42,7721,A65,A72,1,0,A101,A122,1,A152,A173,1
A12,15,A32,A40,2631,A62,A73,2,0,A101,A123,1,A151,A173,0
A11,18,A32,A41,7511,A65,A75,1,1,A101,A122,1,A153,A173,0
A14,15,A34,A43,1316,A63,A73,2,1,A101,A122,1,A152,A172,1
A14,48,A34,A49,7629,A65,A75,4,1,A101,A123,1,A152,A174,1
A14,12,A32,A43,2073,A62,A73,4,0,A102,A121,1,A152,A173,1
A14,6,A32,A43,518,A61,A73,3,0,A101,A121,1,A152,A173,1
A14,12,A34,A46,701,A61,A73,4,1,A101,A123,1,A152,A173,1
A13,18,A32,A42,3049,A61,A72,1,0,A101,A122,1,A152,A172,1
A13,18,A32,A42,3049,A61,A72,1,0,A101,A122,1,A152,A172,1
A12,18,A34,A42,3612,A61,A75,3,0,A101,A122,1,A152,A173,1
A13,30,A33,A49,1908,A61,A75,4,1,A101,A121,1,A152,A174,0
A14,24,A32,A42,3972,A61,A74,2,0,A101,A122,1,A151,A173,1
A12,18,A34,A43,1795,A61,A75,3,0,A103,A121,1,A151,A172,1
A14,6,A34,A40,250,A64,A73,2,0,A101,A121,1,A152,A172,1
A12,36,A32,A43,2671,A62,A73,4,0,A102,A124,1,A153,A173,0
A14,12,A32,A41,1413,A64,A74,3,1,A101,A122,1,A152,A173,1
A12,12,A32,A40,836,A62,A72,4,0,A101,A122,0,A152,A172,0
A11,47,A32,A40,10722,A61,A72,1,0,A101,A121,1,A152,A172,1
A12,18,A32,A49,4439,A61,A75,1,1,A102,A121,1,A152,A174,1
A14,9,A32,A43,2697,A61,A73,1,1,A101,A121,1,A152,A173,1
A14,15,A32,A41,3812,A62,A72,1,0,A101,A123,0,A152,A173,1
A13,9,A32,A43,745,A61,A73,3,0,A101,A121,1,A152,A172,0
A14,18,A34,A42,3780,A61,A72,3,1,A101,A123,1,A152,A174,1
A14,21,A34,A42,2288,A61,A72,4,0,A101,A122,0,A152,A173,1
A11,12,A32,A43,1680,A63,A75,3,1,A101,A121,1,A152,A173,1
A11,18,A32,A43,3190,A61,A73,2,0,A101,A121,0,A152,A173,0
A14,24,A32,A42,3972,A61,A74,2,0,A101,A122,1,A151,A173,1
A11,24,A32,A42,7721,A65,A72,1,0,A101,A122,1,A152,A173,1
A11,9,A32,A43,1364,A61,A74,3,1,A101,A121,1,A152,A173,1
A14,36,A33,A40,10875,A61,A75,2,1,A101,A123,1,A152,A173,1
A14,6,A34,A43,1237,A62,A73,1,0,A101,A122,1,A152,A173,1
A13,12,A32,A42,1424,A65,A75,3,0,A101,A121,1,A152,A174,1
A11,36,A32,A41,8335,A65,A75,3,1,A101,A124,1,A153,A173,0
A12,27,A32,A49,2528,A61,A72,4,0,A101,A122,1,A152,A173,1
A11,24,A31,A41,3632,A61,A73,1,0,A103,A123,0,A151,A173,1
A11,21,A32,A43,1835,A61,A73,3,0,A101,A121,1,A152,A173,0
A12,48,A30,A40,8358,A63,A72,1,0,A101,A123,1,A152,A173,1
A14,15,A32,A44,874,A65,A72,4,0,A101,A121,0,A152,A173,1
A12,18,A30,A42,3244,A61,A73,1,0,A101,A123,1,A152,A173,1
A12,18,A34,A43,1795,A61,A75,3,0,A103,A121,1,A151,A172,1
A12,12,A32,A42,2762,A65,A75,1,0,A101,A122,1,A152,A173,0
A14,21,A34,A40,12680,A65,A75,4,1,A101,A124,1,A153,A174,0
A12,18,A32,A43,1301,A61,A75,4,1,A103,A121,1,A152,A172,1
A14,18,A33,A49,2169,A61,A73,4,1,A101,A123,1,A152,A173,0
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A11,24,A30,A42,4110,A61,A75,3,1,A101,A124,0,A151,A173,0
A14,6,A34,A43,1554,A61,A74,1,0,A101,A123,0,A151,A173,1
A14,24,A34,A45,5507,A61,A75,3,1,A101,A124,1,A153,A173,1
A11,6,A34,A40,860,A61,A75,1,0,A101,A124,1,A152,A173,1
A11,6,A34,A43,1957,A61,A74,1,0,A101,A123,1,A152,A173,1
A12,6,A32,A43,753,A61,A73,2,0,A103,A121,1,A152,A173,1
A11,42,A34,A45,3394,A61,A71,4,1,A102,A123,1,A152,A171,1
A14,9,A34,A43,3074,A65,A73,1,1,A101,A121,1,A152,A173,1
A11,24,A31,A41,3632,A61,A73,1,0,A103,A123,0,A151,A173,1
A11,12,A32,A46,1200,A65,A73,4,0,A101,A122,0,A151,A173,1
A12,15,A32,A43,802,A61,A75,4,1,A101,A123,1,A152,A173,0
A11,6,A32,A42,428,A61,A75,2,0,A101,A122,1,A152,A173,1
A12,6,A32,A43,753,A61,A73,2,0,A103,A121,1,A152,A173,1
A11,18,A34,A45,1190,A61,A71,2,0,A101,A124,1,A153,A171,0
A14,48,A34,A43,3578,A65,A75,4,1,A101,A121,1,A152,A173,1
A14,24,A34,A43,2611,A61,A75,4,1,A102,A121,1,A152,A173,1
A12,18,A34,A42,1295,A61,A72,4,0,A101,A122,1,A152,A173,1
A11,12,A32,A42,1282,A61,A73,2,0,A101,A123,0,A151,A173,0
A14,36,A30,A45,2613,A61,A73,4,1,A101,A123,1,A152,A173,1
A12,12,A32,A42,3017,A61,A72,3,0,A101,A121,1,A151,A174,1
A11,24,A31,A41,3632,A61,A73,1,0,A103,A123,0,A151,A173,1
A14,24,A33,A49,8648,A61,A72,2,1,A101,A123,1,A152,A173,0
A11,24,A32,A43,2384,A61,A75,4,1,A101,A121,1,A151,A172,1
A14,24,A34,A43,2872,A62,A75,3,1,A101,A121,1,A152,A173,1
A11,18,A32,A40,2249,A62,A74,4,1,A101,A123,1,A152,A174,1
A12,36,A32,A45,2384,A61,A72,4,1,A101,A124,1,A151,A172,0
A12,48,A30,A40,8358,A63,A72,1,0,A101,A123,1,A152,A173,1
A14,12,A32,A46,719,A61,A75,4,1,A101,A123,1,A152,A172,0
A11,24,A32,A43,1282,A62,A73,4,0,A101,A123,1,A152,A172,0
A12,24,A31,A46,1837,A61,A74,4,0,A101,A124,1,A153,A172,0
A14,9,A34,A40,2134,A61,A73,4,1,A101,A123,1,A152,A173,1
A14,6,A34,A43,1237,A62,A73,1,0,A101,A122,1,A152,A173,1
A12,48,A30,A40,8358,A63,A72,1,0,A101,A123,1,A152,A173,1
A14,18,A34,A42,1817,A61,A73,4,0,A101,A124,1,A152,A173,1
A14,28,A34,A43,2743,A61,A75,4,1,A101,A123,1,A152,A173,1
A12,20,A32,A41,6468,A65,A71,1,1,A101,A121,1,A152,A174,1
A11,12,A32,A42,2578,A61,A71,3,0,A101,A124,1,A153,A174,1
A14,6,A32,A45,660,A63,A74,2,1,A101,A121,0,A151,A172,1
A14,12,A34,A43,1240,A65,A75,4,0,A101,A121,1,A152,A173,1
A12,24,A33,A40,1965,A65,A73,4,0,A101,A123,1,A151,A173,1
A11,36,A33,A49,2145,A61,A74,2,1,A101,A123,0,A152,A173,0
A14,24,A34,A46,1597,A61,A75,4,1,A101,A124,1,A153,A173,1
A11,6,A34,A42,3384,A61,A73,1,1,A101,A121,1,A151,A174,0
A12,15,A34,A49,2326,A63,A73,2,1,A101,A123,1,A152,A173,1
A12,24,A32,A43,1967,A61,A75,4,0,A101,A123,0,A152,A173,1
A11,21,A32,A43,3357,A64,A72,4,0,A101,A123,1,A152,A173,1
A13,12,A32,A43,3016,A61,A73,3,1,A101,A123,0,A152,A173,1
A12,12,A32,A43,1484,A65,A73,2,1,A101,A121,1,A152,A173,0
A12,15,A32,A45,1308,A61,A75,4,1,A101,A123,1,A152,A172,1
A11,12,A32,A46,795,A61,A72,4,0,A101,A122,1,A152,A173,0
A14,18,A34,A43,629,A63,A75,4,1,A101,A122,1,A152,A174,1
A14,6,A32,A44,1338,A63,A73,1,1,A101,A121,1,A152,A173,1
A14,15,A32,A44,874,A65,A72,4,0,A101,A121,0,A152,A173,1
A11,12,A32,A46,795,A61,A72,4,0,A101,A122,1,A152,A173,0
A11,24,A32,A42,7721,A65,A72,1,0,A101,A122,1,A152,A173,1
A12,12,A32,A43,1331,A61,A72,2,1,A101,A123,0,A152,A173,0
A14,21,A33,A42,1591,A62,A74,4,1,A101,A121,1,A152,A174,1
A12,7,A32,A43,2415,A61,A73,3,1,A103,A121,1,A152,A173,1
A11,24,A32,A410,1755,A61,A75,4,0,A103,A121,1,A152,A172,1
A14,36,A32,A42,3349,A61,A73,4,0,A101,A123,1,A152,A174,0
A11,18,A32,A42,1131,A61,A71,4,0,A101,A123,1,A152,A173,0
A12,48,A32,A43,10961,A64,A74,1,1,A102,A124,1,A152,A173,0
A11,12,A32,A46,1200,A65,A73,4,0,A101,A122,0,A151,A173,1
A14,15,A32,A42,2186,A65,A74,1,0,A101,A121,1,A151,A172,1
A11,12,A32,A43,709,A61,A75,4,1,A101,A121,1,A152,A172,0
A14,12,A34,A49,1185,A61,A73,3,0,A101,A121,1,A152,A173,1
A12,42,A34,A49,5954,A61,A74,2,0,A101,A121,1,A152,A172,1
A14,12,A32,A42,1574,A61,A73,4,1,A101,A121,1,A152,A173,1
A14,21,A34,A41,3275,A61,A75,1,1,A101,A123,1,A152,A174,1
A14,15,A32,A46,4623,A62,A73,3,1,A101,A122,1,A152,A174,0
A14,21,A30,A40,5003,A65,A73,1,0,A101,A122,1,A152,A173,0
A11,18,A32,A42,2039,A61,A73,1,0,A101,A121,0,A151,A173,0
A13,15,A32,A46,392,A61,A72,4,0,A101,A122,0,A151,A173,1
A11,6,A31,A46,1198,A61,A75,4,0,A101,A124,1,A153,A173,0
A11,42,A32,A42,7882,A61,A74,2,1,A103,A122,1,A153,A173,1
A13,10,A32,A42,1275,A61,A72,4,0,A101,A122,0,A152,A173,1
A14,30,A34,A43,4530,A61,A74,4,0,A101,A123,1,A151,A174,1
A12,27,A32,A49,2528,A61,A72,4,0,A101,A122,1,A152,A173,1
A12,36,A32,A41,6948,A61,A73,2,1,A101,A123,1,A151,A174,1
A14,12,A34,A43,618,A61,A75,4,1,A101,A121,1,A152,A173,1
A12,6,A32,A43,1068,A61,A75,4,1,A101,A123,1,A152,A173,1
A14,22,A32,A40,1283,A65,A74,4,0,A101,A122,1,A151,A173,1
A14,15,A34,A46,1532,A62,A73,4,0,A101,A123,1,A152,A173,1
A12,48,A32,A43,3979,A65,A74,4,1,A101,A123,1,A152,A173,1
A12,45,A34,A43,4746,A61,A72,4,1,A101,A122,1,A152,A172,0
A14,21,A30,A40,5003,A65,A73,1,0,A101,A122,1,A152,A173,0
A11,18,A32,A42,3650,A61,A72,1,0,A101,A123,0,A151,A173,1
A11,12,A34,A40,3499,A61,A73,3,0,A102,A121,1,A152,A173,0
A14,48,A31,A49,3609,A61,A73,1,0,A101,A121,1,A152,A173,1
A13,12,A32,A43,1297,A61,A73,3,1,A101,A121,0,A151,A173,1
A11,6,A32,A40,1374,A65,A71,4,0,A101,A122,1,A152,A174,1
A13,12,A31,A49,609,A61,A72,4,0,A101,A121,1,A152,A171,0
A13,24,A32,A40,947,A61,A74,4,1,A101,A124,1,A153,A173,0
A14,48,A31,A49,3609,A61,A73,1,0,A101,A121,1,A152,A173,1
A11,12,A32,A46,1200,A65,A73,4,0,A101,A122,0,A151,A173,1
A14,12,A34,A46,3565,A65,A72,2,1,A101,A122,1,A152,A172,1
A14,4,A34,A40,3380,A61,A74,1,0,A101,A121,1,A152,A173,1
A14,12,A34,A42,1402,A63,A74,3,0,A101,A123,1,A151,A173,1
A14,18,A32,A43,4594,A61,A72,3,1,A101,A123,1,A152,A173,1
A11,36,A32,A42,5179,A61,A74,4,1,A101,A122,1,A152,A173,0
A14,24,A32,A40,1393,A61,A73,2,1,A103,A121,1,A152,A173,1
A12,9,A32,A43,1206,A61,A75,4,0,A101,A121,1,A152,A173,1
A14,48,A32,A49,3914,A65,A73,4,1,A101,A121,1,A152,A173,0
A14,15,A34,A42,1520,A65,A75,4,1,A101,A122,1,A152,A173,1
A14,39,A32,A41,2569,A63,A73,4,1,A101,A123,0,A152,A173,1
A14,12,A34,A49,1185,A61,A73,3,0,A101,A121,1,A152,A173,1
A14,15,A32,A43,3568,A61,A75,4,0,A101,A123,1,A151,A174,1
A14,6,A34,A43,1554,A61,A74,1,0,A101,A123,0,A151,A173,1
A14,18,A32,A43,1453,A61,A72,3,0,A101,A121,1,A152,A173,1
A11,9,A34,A45,1288,A62,A75,3,1,A103,A121,1,A152,A173,1
A12,27,A33,A41,5965,A61,A75,1,1,A101,A123,1,A152,A174,1
A11,42,A32,A43,3965,A61,A72,4,1,A101,A123,1,A152,A173,0
A12,30,A30,A49,4221,A61,A73,2,0,A101,A123,1,A152,A173,1
A12,21,A32,A49,2767,A62,A75,4,1,A101,A123,1,A151,A172,0
A11,33,A34,A42,4281,A63,A73,1,0,A101,A123,0,A152,A173,0
A14,36,A32,A49,5742,A62,A74,2,1,A101,A123,1,A152,A173,1
A13,12,A32,A43,3399,A65,A75,2,1,A101,A123,1,A152,A174,1
A14,6,A34,A40,362,A62,A73,4,0,A101,A123,1,A152,A172,1
A13,10,A32,A40,3949,A61,A72,1,1,A103,A122,1,A152,A172,1
A14,9,A32,A44,1236,A61,A72,1,0,A101,A121,0,A151,A173,1
A14,18,A34,A43,1169,A65,A73,4,1,A101,A122,1,A152,A173,1
A11,45,A30,A49,11816,A61,A75,2,1,A101,A123,1,A151,A173,0
A11,24,A32,A41,6579,A61,A71,4,1,A101,A124,1,A153,A174,1
A14,21,A33,A41,2993,A61,A73,3,1,A101,A121,1,A152,A172,1
A14,12,A32,A43,2073,A62,A73,4,0,A102,A121,1,A152,A173,1
A14,24,A34,A43,2223,A62,A75,4,1,A101,A122,1,A152,A173,1
